sentence,sentiment,model_sentiment,dataset,equals,,,,acuraccy ,0.617902054,,sentence count ,12803
 כל הכבוד רובי ריבלין  אני אוהד ביתר שפוי  ואין סיבה לגזענות וספורט  כל הכבוד ומן התקווה  שתדבר אל טביב  לשחקן ערבי בביתר  כל הקודם  ,0,0,train,TRUE,,,,,,,,
שבת שלום כבוד הנשיא  מדוע לא מראים את ביקוריך בטלביזיה  את פרס כבר היו מראים מלעלה למטה מצד לצד ובכל האלכסונים ,0,0,train,TRUE,,,,,,,,
 הלוואי ושנה זו תשרה עלינו את האומץ לשחרר ולהשתחרר גם מחלקת אדמה לשכננינו  שיפתחו בה את מדינתם ונזכה למדינתנו בגבולות מוגדרים  שנסתפק בחלק ולא בשלם האשליתי שיביא לנו את השמחה והגאולה  שיהיו לנו תעצומות הנפש לשמוט מידינו חלק ממה שנחשב בעינינו השלם ההכרחי לקיומנו בגשמי וברוחני  שנצליח לזכות ולהאמין באושר ושקט שאינם תלויים בחומר כי אם ברוח שתמשיך להיות מחוברת לכל מקום שנבחר  ,1,0,train,FALSE,,,,,,,,
 אני מאד אוהבת את המסר שלך  זה צריך להפוך לחלום של כולנו  ,0,2,train,FALSE,,,,,,,,
רובי אין יותר ראוי ממך  כמה מדהים זה יהיה אם וכאשר ביתר ירושלים תניף גביע ואתה תהייה שם  עלה והצלח ,0,0,train,TRUE,,,,,,,,
 כבוש נשיא המדינה שלנו היקר מאוד  והנכבד מאוד  אוהבת מאוד את מה שכתבת  שמחה שאתה הנשיא שלנו  ובאמת יום עצוב על חורבן שני בתי המקדש שלנו  וכעת יותר מכול על מות חיילנו היקרים מאוד  מקווה מאוד שמותם לא יהיה סתם ככה  ויש להשיג ניצחון בנושא של ירגוני הטרור  מאחלת לך בהצלחה  ושמחתי מאוד לראותך באזכרה של מר זאבוטינסקי  ,0,0,train,TRUE,,,,,,,,
 רובי יקר  ראוי ראוי ראוי  ,0,0,train,TRUE,,,,,,,,
 בושה וחרפה  למה ראשי הימין להוטים תמיד להתנצל ולהתרפס בפני כל עוכרי ישראל בעולם האנטישמי  httpwwwynetcoilarticles07340L455784800html,1,1,train,TRUE,,,,,,,,
 הערב לפני השקיעה מתחיל צום תשעה באב שבמשך כל הדורות ימים בין המייצרים ימי חורבן בית המקדש  ימים קשים של מלחמה וגם חורבן גוש קטיף ועוד צרות  מעט הלכות ליישום ותזכרו אם רואים את בית המקדש יורד מיד השם מפסיקים לצום ויוצאים לחגיגות  עד אז אבלות עד סיום הצום  ,1,1,train,TRUE,,,,,,,,
לא חשבתי בחיים שלי שהנשיא של מדינת ישראל יתמוך בהתבוללות היום אני מתבייש במוסד הנשיאות אני מעדיף את קצב על פניך,1,1,train,TRUE,,,,,,,,
 אדוני הנשיא בהצלחה בתפקיד  אני לומר לך שאתה דומה שתי טיפות לאחי הבכור  ,0,0,train,TRUE,,,,,,,,
גאה בך הנשיא רובי ריבלין  חבל שתגובות קשות ודברי נאצה מופנים אליך  אתה סמל מופת למדינת ישראל  מי ייתן ויירבו אנשים כמותך ,0,0,train,TRUE,,,,,,,,
בהצלחה  אתה איש יקר,0,0,train,TRUE,,,,,,,,
איש מיוחד מאוד עלה והצלח ,0,0,train,TRUE,,,,,,,,
יא חתיכת מזדיין בתחת נשיא מדינת ישראל מעניין אם הבת שלך או הנכדה שלך היתה מתחתנת אם ערבי הייתה מברך אותם  זה הנשיא הכי לקקן שיהיה למדינת ישראל ימים יגידו ,1,0,train,FALSE,,,,,,,,
יחי יחי יחי נשיא מדינת ישראל ,0,0,train,TRUE,,,,,,,,
כל מה שקורה הוא תמיד לטובה ,0,0,train,TRUE,,,,,,,,
 כל הכבוד  אני קורא כאן מלא תגובות נוראיות  ונראה שרוב האנשים במדינה הזו לא באמת מבינים מה זה להיות יהודי  כמה כבוד  הערכה ואהבה יש כלפי הגר ביהדיות  אבל היהודים כנראה לא מבינים את זה  מוזר  OO ,0,0,train,TRUE,,,,,,,,
איזה מתוקה  חג שמח לנשיא הבא של מדינת ישראלאוהבים אותך ותומכים בך עד לניצחון ,0,0,train,TRUE,,,,,,,,
ריבלין אכזבת לא מתפלא עליך מנסה להתחבב חבל,1,1,train,TRUE,,,,,,,,
 כל הכבוד שהגעת ללוויה  שלא פחדת  שלא נכנעת להפחדות השבכ לגבי בטחונך  הפתעת השנה  נשיא המדינה  מנהיג אמיתי מגיע לכל מקום שנמצאים אזרחים שזקוקים לכך  דרכך לראש הממשלה ושר הבטחון שלא טרחו להגיע  בושה וחרפה ,0,0,train,TRUE,,,,,,,,
רובי התחלת עם השטויות  מעניין שפוגעים בעם היהודי כשאין תקשורת אתה לא מעלה פוסט   מה נשתנה מקרא זה ממקרים אחרים ,1,1,train,TRUE,,,,,,,,
 חלאס עם הצביעות  כולנו יודעים מה אתה חושב על הנושא באמת  כמו קודמיך  לאף אחד אין את האומץ להגיד את מה שהוא חושב באמת  ואגב  מה אתה חושב שהיה קורה אם יהודי היה לוקח ערביה לאשה  ההתנגדות מהצד השני הייתה חמורה בהרבה ובצדק  ,1,0,train,FALSE,,,,,,,,
 כבוד הנשיא  חמלה  דם זה החמצן של הרוצחים השפלים הללו  ,1,0,train,FALSE,,,,,,,,
גם בעד אוכל לא כשרנשיא אלק חחחח,1,0,train,FALSE,,,,,,,,
יאללה חבורת צבועים,1,2,train,FALSE,,,,,,,,
קשה לעכל  יהיה זכרו ברוך,0,0,train,TRUE,,,,,,,,
 כל הכבוד לכבוד הנשיא של כולנו  זכותו של כל אדם במדינה דמוקרטית לפעול כטוב בעיניו כל עוד אין הוא פוגע באושיות המדינה  לכל אותם   הדואגים   לפגיעה בעם היהודי אני מציע להצטרף אלי ולצאת כנגד האורתודוקסיה הדתית שמונעת דווקא ממי שרוצים להיות אזרחים נאמנים ולהגשים חלומם  מדובר באוכלוסיה גדולה של עולים מחבר העמים לשעבר שממררים את חייהם בזהותם היהודית  בואו נפנה את המרץ אל הפרדת הדת מהמדינה  ,0,0,train,TRUE,,,,,,,,
 אם המצב היה אפוך  מוסלמית ישראלית היתה מעונינת להתחתן עם יהודי האם היתה הסכמה ממהמגזר המסולמי בארץ  בהחלט לא  ,1,0,train,FALSE,,,,,,,,
יישר כח איש יקר ,0,0,train,TRUE,,,,,,,,
תבורך ותהנה כי באמת מגיע לך,0,0,train,TRUE,,,,,,,,
המון הצלחה אין על מה להתאכזב עשית מעל ומעבר ואתה אדם מאוד מוערך תאמין לי שרק הרווחת ,0,2,train,FALSE,,,,,,,,
מי יציל את מורל אחרי שמוחמד הזה יחטיף לה מכות  רק האנשים שהפגינו נגדם ,1,0,train,FALSE,,,,,,,,
יפה ונכון אמרת שמעון מיארה אין לי מה להוסיף ארשה לעצמי להגיד שדיברת פה גם בשבילי ועוד בטוח בשביל רבים ,0,0,train,TRUE,,,,,,,,
שתזכה לעוד שנים רבות של נחת מכל נכדיך ,0,0,train,TRUE,,,,,,,,
 האיש הנכון במקום הנכון  חזק וברוך ,0,0,train,TRUE,,,,,,,,
בושה של נשיא ,1,2,train,FALSE,,,,,,,,
שבת שלום ומבורך ,0,0,train,TRUE,,,,,,,,
מר רובי ריבלין אנו שמחים בשבילך אשריך  שתיזכה לחיים ארוכים  אמן ,0,0,train,TRUE,,,,,,,,
ישר כוח נשיאנו הרבה בריאות מקווה לבוא ולברך אותך כשאשוב לישראל,0,0,train,TRUE,,,,,,,,
ואני מאוד ימנית ,1,2,train,FALSE,,,,,,,,
תהיה נשיא 10,0,0,train,TRUE,,,,,,,,
 רובי  צלחת את הרובי קון ,0,2,train,FALSE,,,,,,,,
 מאחל לזוג הטרי הרבה אהבה ושקט  תמיד קשה ללכת בדרך הבודדה חיזקו ואימצו תמיד יהיה לכם אחד את השני  הרבה אהבה לכם שחר ,0,0,train,TRUE,,,,,,,,
נשמה טובה אתה יש כוח על דבריך,0,2,train,FALSE,,,,,,,,
איזה כיף להגיד שבת טובה לנשיאנו רובי ריבלין היקר אין לי ספק שתאחד את העם סביבך העם איתך,0,0,train,TRUE,,,,,,,,
פשוט כואב הלב  נסיך קטן,0,2,train,FALSE,,,,,,,,
חבל  הערכתי אותך לפני שכתבת את הסטטוס  עכשיו הכל אחרת,1,0,train,FALSE,,,,,,,,
שיהיה בריא,0,0,train,TRUE,,,,,,,,
גברת ראשונה אמיתית  מחר זה קורה ,0,0,train,TRUE,,,,,,,,
אתה איש מקסים,0,0,train,TRUE,,,,,,,,
אתה חביב מלח הארץ עוד נותר  מנהיג  אפשר להיות העוזרת שלך ,0,0,train,TRUE,,,,,,,,
 מר ריבלין  אינך טכנוקרט  אתה אדם עם לב שמסוגל להכיל עם שלם בתוכו  אני מאושר מבחירתךהמשך ראויאם כי כוון שונהלשמעון פרס  מכיוון ששבע שנות שרות עומדות בפניך  אל תבזבז את כל האנרגיות  במדינתנו  החיים דינמיים  יש צורך באגירה עצמית של אנרגיה להמשך  ,0,0,train,TRUE,,,,,,,,
 רגיש  לא רגשן  תקן בבקשה  ,1,2,train,FALSE,,,,,,,,
מזל טוב ענקי לנשיא המדינה שלי,0,0,train,TRUE,,,,,,,,
 אדוני הנשיא  מאז בריאת העולם ועד ימינו טרם השכלנו ואין בנו את הדברה ואבתה לרעך כמוך   ,0,0,train,TRUE,,,,,,,,
איזה מתוק הצלם הצעיר,0,2,train,FALSE,,,,,,,,
רובי אתה אח,0,0,train,TRUE,,,,,,,,
 Levana Ben Itzchak  באמת כל היום הקשבתי לחדשות ולא הבנתי מדוע מונעים מהם את הזכות הבסיסית שאמורה לעמוד לכל אדם  הזכות לממש את רצונם לעזוב מדינה שמתייחסת אליהם כל כך לא יפה  מה שבטוח  יש המון מדינות בעולם בהם תוכלי לבקש מקלט אם תרצי להימלט ממדינה גזענית ובלתי  מוסרית כמו ארצינו הקטנטונת  וממך אף אחד לא ימנע זאת  ,2,0,train,FALSE,,,,,,,,
שבת שלום,0,0,train,TRUE,,,,,,,,
 תודה כבוד הנשיא שהארת פינה חשוכה בחיינו  תודה על שאתה פועל לאחדות בתוך העם  הצלח בדרכך  ,0,0,train,TRUE,,,,,,,,
דרך אגב החתן סוחר סמים והורשע,2,0,train,FALSE,,,,,,,,
יש כאן תגובות של אנשים שלא שמעו על חוקי נירנברג  ניסו את זה כבר  עלינו ,0,2,train,FALSE,,,,,,,,
לבכות,0,1,train,FALSE,,,,,,,,
זייפת בגדול מר רובי ריבלין עם ישראל חי,1,2,train,FALSE,,,,,,,,
איזה שטויות אז הבה נקבור את הערכים ואת מדינת היהודים בשם הדמוקרטיה המזוינת אוקיי  מה כולם נהיו פתאום נאורים משכילים וחכמים  כלום שכחתם ואינכם יודעים כי יהודים תהיו בכל מקום אליו תגיעו  אחרי כל מה שהעם שלנו עבר ההיסטוריה הכואבת והאנטישמיות החוגגת לי זה מפריע לאו דווקא מורל אלא הרעיון הכללי שאנשים שכחו איך הסבים והסבתות שלנו נלחמו בחירוף נפש לשמור על יהדותם דווקא פה במדינת היהודים זה הפך ללגיטימי ולעניין שמה בכך,1,0,train,FALSE,,,,,,,,
אתה תקח בהליכה אל תדאג אוהבים אותך ואתה ראויי להיות נשיא מדינת ישראל ומאמין שאתה תהיה בין הראשונים שתדאג לשום אמיתי ולאזרחי ישראל  דבר אחד תבטיח ברגע שתבחר תפתח מחלקה לפניות עמך ותעשה הכול כדי לשנות את המצב האגום הזה שכולם סובלים מרעב מסיבוך חובות ותרשם בהיסטוריית עם היהודי שעשו דברים טובים  לכול בעיה של הציבור זו הבקשה  בכול זאת גם אם לא תסכים אתה כן תהיה הנשיא שלי שעדיפות הראשונה שלי וחלומי ואם לא דורנר אני יודיע שאתה מנצח,0,0,train,TRUE,,,,,,,,
הרבה נחת מהנכדים ,0,2,train,FALSE,,,,,,,,
גאי לישון עם אבא שלך ערום עד גיל 17 זו גם אלימות ,2,2,train,TRUE,,,,,,,,
שהנכדה שלך תתחתן עם הנכד של ארדואן חתיכת פח אשפה אנחנו יהודים יאהבל ,1,2,train,FALSE,,,,,,,,
 נשיא נבחר של העם היהודי שקורא להתבוללות גזענות  קצת התבלבלנו מה זה פה בית משוגעים  רבי נחמן אומר אדם שלא חי בקדושה מקבל טמטום המוח והלב וכבר לא מבחין בין טוב ורע  מחאה צודקת על בת ישראל שבחרה להינשא לערבי כבוד הנשיא ערבי  שונאינו האויב הגדול שלנו אלה עם הטילים  והמלחמה השקטה וההרסנית שלהם היא לגנוב דעת של בנות ישראל ולהינשא להן על מנת להשמיד את העם היהודי כבר 40 אלף נשים יהודיות איבדו את הדרך ונשואות לערבים ולא לזעוק  עד מתי רבונו של עולם ימשיכו ילדיך לישון בעמידה  7080 שנה וחיש גז ונעופה  יום הדין של כל אחד יגיע  מה תגיד  כבוד הנשיא   לא  לא רק רציתי שנכבד זה את זה  חופש הביטוי    הפיטוי   הפגנות זה לא מקום שתמצא אותי שם  אבל איפה שיש חילול השם אני אגיב  ,1,0,train,FALSE,,,,,,,,
שילד בן 4 משלם מחיר מלחמה  אותי זה פירק 😥 די רוצים לגדול בשקט ,1,0,train,FALSE,,,,,,,,
עצוב מאד הלב נשבר,0,1,train,FALSE,,,,,,,,
אני חושבת שהתערבות יתר בחתונת הזוג מחזקת את התופעה להתבוללות כי זו החתונה הכי מתוקשרת בעולם,1,0,train,FALSE,,,,,,,,
 אכן כפי שציינת    לא כולם חייבים לשמוח בשמחתם של מחמוד ומורל  אך כולם חייבים בכבודם    אין ספק שהנושא מורכב  אבל למה הימין הקיצוני ואחרים במדינה לא יוצאים נגד זה שלא מעט נשים יהודיות מתחתנות ויוצאות עם שחקני כדורגל  כדורסל זרים למשל  ,1,0,train,FALSE,,,,,,,,
שהנכדה שלך תתחתן עם הנכד של ארדואן חתיכת פח אשפה אנחנו יהודים יאהבל ,1,2,train,FALSE,,,,,,,,
 יאללה רובי כולם יודעים שזה לא דעתך האמיתית  די להתיפייף ולשחק אותה ליברל גם בזה  ,1,0,train,FALSE,,,,,,,,
יחי יחי יחי מלך ישראל הבא  איש של אמת  עם ישראל זקוק לאדם כמוך ,0,0,train,TRUE,,,,,,,,
תתבייש לך אדוני הנשיא אתה עוקר את התורה  תתבייש,1,2,train,FALSE,,,,,,,,
טוב שהתעוררת ,0,0,train,TRUE,,,,,,,,
 אמן שייתגשם החלום  שבת שלום כבוד הנשיא  ,0,0,train,TRUE,,,,,,,,
 שושנה  דעות אישיות זה נחמד  במדינה שאזרחיה הם יהודים  נוצרים ומוסלמים  נשיא המדינה חייב להיות נשיא כל המדינה ולא רק של היהודים  לפעמים גם בניגוד לדעתו האישית  זה מחיר הדמוקרטיה והיכולת שלך לכתוב מה שתרצי  איש באמונתו  שבת שלום ,0,0,train,TRUE,,,,,,,,
כמה כואב ,0,1,train,FALSE,,,,,,,,
כואב הלב,0,1,train,FALSE,,,,,,,,
הנשיא הבא שלי שלנו בע  ה,0,2,train,FALSE,,,,,,,,
רובי נראה לי שהתיישבת בטעות על כיסא הנשיא כי לפי דעתי היית צריך להתרווח לך על כיסא ראש הממשלה ,1,2,train,FALSE,,,,,,,,
בעיקר את השמאל ,0,2,train,FALSE,,,,,,,,
יפה שיש ערבים שמכבדים אותך כבוד הנשיא חבל שלא ראינו אותם בהפגנות לטובת ישראל  ולא מעט ערבים שיתפו ומשתפים פעולה נגד מדינת ישראל רק את זה אסור לישכוח  ואני אומר כאן הכל בעדינות ,1,0,train,FALSE,,,,,,,,
אתה לא הנשיא שלי  מי שנבחר בקולות השמאל והערבים הוא בוגד ,1,0,train,FALSE,,,,,,,,
זה מזכיר לי קצת תוכנית שהטרדת את חברך שם חחחחחחחחחחחחחח עם תמונות של הנכדים שלך ,0,2,train,FALSE,,,,,,,,
שישובו בשלום  כולנו מתפללים ומחזקים את ידי המשפחות  אמן,0,0,train,TRUE,,,,,,,,
הלב מת ונשבר ,0,1,train,FALSE,,,,,,,,
מחזירים אהבה  בהצלחה לכבודו ,0,0,train,TRUE,,,,,,,,
 עד 120 הרבה אושר ובריאות  איש ירושלים  הנשיא הבא של ישראל ואשת הנשיא בה  ,0,0,train,TRUE,,,,,,,,
 כבוד הנשיא  בהחלט נדרש להוקיע גזענות מכל סוג שהיא  יחד עם זאת עלינו להוקיע גם את אויבנו החיים בתוכנו  ללא קשר למוצאם ודתם  לסיום  אנא השאירו את המחלוקות מחוץ לספורט  ,0,2,train,FALSE,,,,,,,,
בהצלחה איש יקר ואהוב,0,0,train,TRUE,,,,,,,,
 חברים  במקום להתעסק בברכות  תתעסקו בתפילות  2 בחורי ישיבה נחטפו בחברון אתמול בלילה  ידעתם  מתעסקים לי בברכות  הכול טוב  מזל טוב  יאלה בואו נתפלל לרפואתם  למציאתם  ,0,0,train,TRUE,,,,,,,,
ריבלין שכח שכאשר ערבי מגיע להישג כלשהו הוא מיד מכריז על עצמו פלסטינאי ,1,2,train,FALSE,,,,,,,,
אמן,0,0,train,TRUE,,,,,,,,
איריס התבלבלת  בגלל הצניעות שלו הוא אהוב העם  מה רע בתיבת הדאר  שבת שלום לכבוד הנשיא ולך כמובן ,0,0,train,TRUE,,,,,,,,
אשקלון אתך אדון ריבלין היקר ,0,0,train,TRUE,,,,,,,,
כל אדם יכול לחיות כראות עיניו  ממש צודק נשיאנו החדש ,0,0,train,TRUE,,,,,,,,
רוב נחת ,0,2,train,FALSE,,,,,,,,
בהצלחה הדרך החדשה ,0,0,train,TRUE,,,,,,,,
די תפסיק עם זיבולי המוח שלך עכשיו אני מבין למה נתניהו לא רצה בך  אתה לקקן לא יותר מזה ,1,2,train,FALSE,,,,,,,,
 גיא אורן  אתה על כדור הארץ  או על הכדור הסגול  שומע עבור  נראה לי שאתה לא מחובר  ולקחת מנה של   נאורות יתר    תתפקח ידידי  כנראה אתה לא מבין על מה המהומה  אנשים פה לא נגד נישואים עם זרים  רק לא נישואים עם אילה הרוצים להמיתך ולזרוק אותך מכאן  תנסה בסיבוב הבא עוד 300 שנה   אולי  ,1,1,train,TRUE,,,,,,,,
הלב מסרב לקבל את לקחיתם של פרחים קטנים שלא הספיקו לפרוח ולשמוח יהי זכרו ברוך נשמה יקרה ו מיוחדת  לבי נקרע,0,0,train,TRUE,,,,,,,,
זאת היא אהבת אמת,0,0,train,TRUE,,,,,,,,
 כבןד הנשיא  למה להביע דעה  האבא מבקש מתחנן על נפשו שבתו לא תתחתן עם גוי  לא רוצה נכדים מוסלמים  על איזה חירות או גזענות אתה מדבר  ,1,0,train,FALSE,,,,,,,,
 ומה עם גינוי ערביי ישראל שהפגינו והסיתו באלימות בזמן המלחמה  בכפר קאסם ירו זיקוקים לאות שמחה כשהטילים איימו מעל ראשינו  והמואזין קרא לילות שלמים והטריד את מנוחתם של הישובים היהודייים הקרובים  תגנה אותם  תרפו מאיתנו כבר  ואל תהיה יפה נפש אדוני הנשיא  ,1,1,train,TRUE,,,,,,,,
ברכות חמות לנשיא הנבחר ותודה גדולה לכבוד הנשיא פרס,0,0,train,TRUE,,,,,,,,
אנחנו מקוים לראות אץ רובי בביץ הנשיא זה מקוצו ועפ ישראל נועד לאדם ערכי כל כך ברכה והצלחה אוהבים מאד הדגניים מקריץ אתא,0,0,train,TRUE,,,,,,,,
ריבלין שכח שכאשר ערבי מגיע להישג כלשהו הוא מיד מכריז על עצמו פלסטינאי ,1,2,train,FALSE,,,,,,,,
ילד מתוק בלתי נתפס  כאב לב  יהי זיכרו ברוך תנצבה,0,0,train,TRUE,,,,,,,,
בושה,1,1,train,TRUE,,,,,,,,
כבוד הנשיא  מאחלת הצלחה אדירה בתפקידך הרם  כמה אני שמחה שנבחרת ,0,0,train,TRUE,,,,,,,,
אין כמו סבאים נכון בהוד,0,0,train,TRUE,,,,,,,,
רובי מאז שהפכת לנשיא שיניתה את כל העקרונות שלך,1,0,train,FALSE,,,,,,,,
אוהבים אותך כבוד הנשיא,0,0,train,TRUE,,,,,,,,
אדוני הנשיא חייבת להודות שגיליתי אותך מחדש  שאפו על האמירה נגד גזענות  ובכלל שבת מבורכת לך ולכולנו ,0,0,train,TRUE,,,,,,,,
רובי ריבלין  קודם כל מזל טוב ושפע ברכות  אני לא ממש יודעת עדיין מי אתה וגם לא ממש מכירה את פעלך  אבל שמעון פרס הוא אדם שמאוד מאוד אהבתי והערכתי  אנחנו קבוצה גדולה מאוד של אנשים אמנים  מרפאים  אנשי רוח  מורים ממגוון תחומים ומגוון דתות ולאומים  שמייחלים להביא את העולם למקום של אחווה שלום שיתוף הבנה ושגשוג כלכלי רוחני  שגשוג בכלל  ומאוד מקווים שאתה תהיה חלק פעיל במאמץ המשותף של כולנו לשיח ריפוי ושלום עולמי  אנחנו ,0,0,train,TRUE,,,,,,,,
מזדההגם אני סיימתי לימודים בפקולטה הזאת  למדתי מאוקטובר 1993 ועד תחילת 1997  מזדהה ,0,0,train,TRUE,,,,,,,,
איזה ילד מאמי  עצובב,0,0,train,TRUE,,,,,,,,
שבת שלום נשיא אהוב שלנו ,0,0,train,TRUE,,,,,,,,
כל הכבוד לנשיא שלנו ,0,0,train,TRUE,,,,,,,,
הלב נקרע,0,1,train,FALSE,,,,,,,,
אתה בושה והממשלה שלנו בושה פחדנים אתם מחסלים בשקט בשקט את מדינת ישראל משחקים אותה יפה נפש שמנהיגי העולם יגידו לכם כל הכבוד  אתם חושבים רק על עצמך ועל הכיס המנופח שלכם הפקרתם את האזרחים ,1,1,train,TRUE,,,,,,,,
צודק זו זכותה המלאה אפילו שאני לא הייתי רוצה שזה יקרה בביתי אבל זו  זכותה המלאה ,0,0,train,TRUE,,,,,,,,
 נחמה  גם את האישה מספר אחת  ,0,2,train,FALSE,,,,,,,,
 מעריצה אותך סבא מדהים  תמיד עם חיוך על פניך  כיף לעם שיש נשיא כמוך ,0,0,train,TRUE,,,,,,,,
שאלוהים יתן לך כוח,0,2,train,FALSE,,,,,,,,
 כבוד הנשיא  איחוליי שתרווה נחת ממשפחתך ומנכדך  אשרינו שזכינו בנשיא כמותך עלה והצליח  ,0,0,train,TRUE,,,,,,,,
 כבוד הנשיא  מזל טוב לרגל בחירתך  היית מועמד שרשם על שמו אינסוף פעולות למען אזרחי המדינה  ישר  הגון  צנוע  ומוסרי שהדמוקרטיה תמיד עמדה בראש מעייניך גם כשהחליטה בניגוד לדיעותך  אבל אז הגיע ביבי  יחד עם שרה  ושם וטו  אבל אז הגיע ביבי  יחד עם שרה  וניסה לדחות את מועד הבחירות  אבל אז הגיע ביבי  יחד עם שרה  וניסה לשנות את חוק יסוד נשיא המדינה  אבל אז הגיע ביבי  יחד עם שרה  וחיפש מועמדים שונים ומשונים  למה  כי פשוט לא באת להם טוב  לא התאים להם אדם עצמאי שלא מנגן לפי החליל שלו  ושלא מתרפס בפני אשתו  זכור את אשר עשה לך עמלק  שמור עלינו מפניו  ,0,0,train,TRUE,,,,,,,,
נקמת דם ילד קטן עוד לא ברא השטן,0,2,train,FALSE,,,,,,,,
הנשיא מקבל דואר למרות השביתות ,0,2,train,FALSE,,,,,,,,
רובי בחרת להיות נשיא למה אנחנו צריכים לסבול יותר ממה שסובלים כבוד הנשיא,1,0,train,FALSE,,,,,,,,
כל מי שיפגע במדינה שלי נחזיר לואדוני הנשיא אל תשתנה ואל תשכח מאין הגעתהגעת מהליכוד מה עכשיו להתיפייףהם פוגעים בנו ואנחנו לא פראיירים אנחנו נענה בחזרה  למה שירימו עלינו את הראש שלהם ויורידו מכבודינו  לא עוד אדוניאתה יכול להמליץ טבל לא לאיים בחקירותזו המדינה שלנו נקודה הם רק אורחים זמניים פה ,1,2,train,FALSE,,,,,,,,
גיבור וירטואלי ,1,0,train,FALSE,,,,,,,,
ישר כוחך כבוד הנשיא  מי יתן ותפילותינותפילותיך יענו במהרה ושבו בנים לגבולם,0,0,train,TRUE,,,,,,,,
 אשה אהובה ותומכת  ומשפחה חמה  מהווים חומה בצורה נגד כל קושי וצרה ,0,2,train,FALSE,,,,,,,,
Reuven Rubi Rivlin  ראובן רובי ריבלין אתה בושה למחנה הלאומי  מה שליברמן אמר עליך  אני חותם על כול מילה  ויש לי גם שאלה קטנה  לא מוזר שיחימוביץ טיבי וגילאון בחרו בריבלין  לתשומת ליבכם ,1,0,train,FALSE,,,,,,,,
קח מגרסה גרוס את כולם זרוק למזבלה,1,2,train,FALSE,,,,,,,,
העיקר לא להפריע למחמוד ומורל להקים קן של אוהבים אה מר ריבלין  תתפטר ,0,0,train,TRUE,,,,,,,,
 מיום ליום אני מתחיל לאהוד את ביתר ירושלים  סוף סוף קצת גאוה יהודית ואתם תקראו לזה גזענות וכו     עכשיו נשאר לאהוב כדורגל ,1,0,train,FALSE,,,,,,,,
 מאוד יפה  ואני מאחלת לך בהצלחה  ותמשיך להיות איש אהוב וטוב לאשה למשפחה ולכל בית ישראל  עלה והצלח ותהיה דוגמא לנבחרים  איש יקר  ,0,0,train,TRUE,,,,,,,,
חבל ששמעון פרס לא נשאר הנשיא אתה לא ראוי לתפקיד הזה נשיא ישראל שמייצג אותנו המדינה היהודית לא צריך להיות בעד נישואי תערובת לאויב תתבייש,1,2,train,FALSE,,,,,,,,
גם לך איש יקר שבת שלום,0,0,train,TRUE,,,,,,,,
אני באופן אישי מאוד שמחה,0,0,train,TRUE,,,,,,,,
תתבייש לך  לכבד יהודיה שבגדה בעמה והתאסלמה  אתבה נשיא חופשי של כל העמים  לך לאוגנדה  אין לך מה לחפש בארץ הקודש ,1,0,train,FALSE,,,,,,,,
כן כב ׳ הנשיא תשמע בעצתו של גבריאל פישמן ותקלל את הערבים  בעצם תשיר  מוות לערבים  תזמין את מירי רגב ודני דנון וליברמן ותרקדו על השיר,1,2,train,FALSE,,,,,,,,
עצוב,0,2,train,FALSE,,,,,,,,
 זכותו של אדם לחיות כראות עיניו גם אם אנו לא רואים את הדברים באותה עין  זכות האדם צריכה להישמר ולהיות חופשיה לבחור מהי הדרך הרצויה והמבוקשת  ,0,0,train,TRUE,,,,,,,,
כל מילה בסלע,0,2,train,FALSE,,,,,,,,
יפה כמו אמא שלה 😙,0,0,train,TRUE,,,,,,,,
כבוד הנשיא מזל טוב הנך איש יקר ומיוחד אוהב את הבריות  האדם הנכון במקום הנכון היינו אצלך בלשכה לפני 4 שנים כשצלמנו לעידן קליפ לבר מצווה  אנו מאחלים לך עוד שנים של עשייה שתדע רק ברכות והצלחות,0,0,train,TRUE,,,,,,,,
נשבעת בתנךאתה יודע מה כתוב שם על התבוללות  כבוד אפס המדינהבוגדישבתי בעבודה בזמן הבחירות ואמרתי תהילים שתיבחרתתבייש לך ,1,0,train,FALSE,,,,,,,,
 כל הכבוד  אכן מדינה דמוקרטית ולכל אחד מאיתנו זכות הבחירה  וכן הזכות לחיות ים מי שהוא חפץ  ,0,0,train,TRUE,,,,,,,,
מה אתה הייתה עושה עם זה היה הנכד שלך ,1,2,train,FALSE,,,,,,,,
מעניין איך היית מגיב לו בתך היתה מתחתנת עם ערבי ,1,0,train,FALSE,,,,,,,,
חלילה  אתה מוציא לי מילים מהפה גל  איפה אתה שרשומה המילה גראס  תזהר במה שאתה רושם ,1,0,train,FALSE,,,,,,,,
 בושה וחרפה שכך מדבר נשיא מדינת ישראל ומעודד התבוללות בתוך מדינת ישראל  אפילו הגויים ברוסיה כשחקרו את האדמור מחבד הראשון  על זה שכתב בספרו התניא  שליהודי יש נשמה קדושה ולגוי יש רק נפש מהקליפות הטמיאות היבנו אותו ושיחררו אותו לחופשי  ואתה בתור יהודי לא מבין זאת  אתה לא מבין את הבעיה שנישואי תערובת  אז תלך ללמוד מה זה יהדות  חבל שכך המצב שנשיא במדינת ישראל מעודד התבוללות  ולא מבין שהתבוללות היא אסון לעם היהודי  ,1,2,train,FALSE,,,,,,,,
